*
* Diensttypen
*
$DUTY:DutyID;DutyType
12;day-Tripper
33;day-Tripper
37;day-Tripper
47;day-Tripper
48;day-Tripper
5959;day-Block20
7231;day-Block20
14354;day-Block30
18798;day-Block20
19574;day-Split
20274;day-Block30
21584;day-Split
22373;day-Split
22440;day-Split
22791;day-Block15
23175;day-Block20
23341;day-Block30
23533;day-Tripper
24149;day-Split
24579;day-Block20
25377;day-Block30
26447;day-Block30
26650;day-Block30
27047;day-Split
27162;day-Split
27351;day-Block20
*
* Dienste
* (mit ElementType: 1 = Servicefahrt, 2 = Leerfahrt Haltestellen, 3 = Fahrt ins Depot, 4 = Fahrt aus dem Depot, 5 = Vorbereitung, 6 = Nachbereitung, 7 = Transfer, 8 = Pause, 9 = Warten, 10 = LayoverTime)
$DUTYELEMENT:DutyID;BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;ServiceJourneyCode
5959;7;791438;8215;8222;0:09:40:00;0:09:48:00;1;-
5959;7;-1;8222;8206;0:09:48:00;0:09:51:00;3;
5959;-3;-1;8206;-1;0:09:51:00;0:10:01:00;6;
7231;-3;-1;-1;8206;0:04:09:00;0:04:19:00;5;
7231;0;-1;8206;8211;0:04:19:00;0:04:25:00;4;
7231;0;262170;8211;8196;0:04:25:00;0:05:12:00;1;-
7231;0;-1;8196;8196;0:05:12:00;0:05:22:00;9;
7231;0;262145;8196;8211;0:05:22:00;0:06:13:00;1;-
7231;0;-1;8211;8211;0:06:13:00;0:06:25:00;9;
7231;0;262171;8211;8196;0:06:25:00;0:07:19:00;1;-
7231;0;-1;8196;8196;0:07:19:00;0:07:22:00;9;
7231;0;262146;8196;8211;0:07:22:00;0:08:13:00;1;-
7231;0;-1;8211;8211;0:08:13:00;0:08:25:00;9;
7231;0;262172;8211;8196;0:08:25:00;0:09:19:00;1;-
7231;0;-1;8196;8196;0:09:19:00;0:09:42:00;9;
7231;0;262147;8196;8211;0:09:42:00;0:10:33:00;1;-
7231;0;-1;8211;8206;0:10:33:00;0:10:39:00;3;
7231;-1;P;-1;-1;0:10:39:00;0:10:59:00;8;
7231;0;-1;8206;8221;0:10:59:00;0:11:00:00;4;
7231;0;458756;8221;8210;0:11:00:00;0:11:18:00;1;-
7231;0;-1;8210;8215;0:11:18:00;0:11:28:00;2;
7231;0;-1;8215;8215;0:11:28:00;0:11:35:00;9;
7231;0;791435;8215;8222;0:11:35:00;0:11:43:00;1;-
7231;0;-1;8222;8211;0:11:43:00;0:11:49:00;2;
7231;0;-1;8211;8211;0:11:49:00;0:11:55:00;9;
7231;0;791446;8211;8222;0:11:55:00;0:12:00:00;1;-
7231;0;-1;8222;8206;0:12:00:00;0:12:03:00;3;
7231;-1;P;-1;-1;0:12:03:00;0:12:44:00;8;
7231;4;-1;8206;8221;0:12:44:00;0:12:45:00;4;
7231;4;458758;8221;8210;0:12:45:00;0:13:03:00;1;-
7231;4;-1;8210;8209;0:13:03:00;0:13:08:00;2;
7231;4;-1;8209;8209;0:13:08:00;0:13:13:00;9;
7231;4;589830;8209;8217;0:13:13:00;0:13:31:00;1;-
7231;4;-1;8217;8206;0:13:31:00;0:13:37:00;3;
7231;-3;-1;8206;-1;0:13:37:00;0:13:47:00;6;
14354;-3;-1;-1;8206;0:06:29:00;0:06:39:00;5;
14354;9;-1;8206;8211;0:06:39:00;0:06:45:00;4;
14354;9;262180;8211;8196;0:06:45:00;0:07:39:00;1;-
14354;9;-1;8196;8196;0:07:39:00;0:07:42:00;9;
14354;9;262152;8196;8211;0:07:42:00;0:08:33:00;1;-
14354;9;196628;8211;8220;0:08:33:00;0:09:20:00;1;-
14354;9;-1;8220;8220;0:09:20:00;0:09:39:00;9;
14354;9;196613;8220;8211;0:09:39:00;0:10:28:00;1;-
14354;9;-1;8211;8211;0:10:28:00;0:10:45:00;9;
14354;9;262173;8211;8196;0:10:45:00;0:11:39:00;1;-
14354;9;-1;8196;8225;0:11:39:00;0:11:40:00;2;
14354;9;-1;8225;8225;0:11:40:00;0:12:05:00;9;
14354;9;791450;8225;8211;0:12:05:00;0:12:15:00;1;-
14354;9;-1;8211;8211;0:12:15:00;0:12:20:00;9;
14354;9;791451;8211;8215;0:12:20:00;0:12:28:00;1;-
14354;9;-1;8215;8206;0:12:28:00;0:12:33:00;3;
14354;-1;P;-1;-1;0:12:33:00;0:13:19:00;8;
14354;12;-1;8206;8211;0:13:19:00;0:13:25:00;4;
14354;12;791452;8211;8225;0:13:25:00;0:13:35:00;1;-
14354;12;-1;8225;8206;0:13:35:00;0:13:57:00;3;
14354;-3;-1;8206;-1;0:13:57:00;0:14:07:00;6;
18798;-3;-1;-1;8206;0:05:29:00;0:05:39:00;5;
18798;4;-1;8206;8210;0:05:39:00;0:05:50:00;4;
18798;4;327718;8210;8198;0:05:50:00;0:06:37:00;1;-
18798;4;-1;8198;8198;0:06:37:00;0:06:43:00;9;
18798;4;327692;8198;8210;0:06:43:00;0:07:28:00;1;-
18798;4;-1;8210;8210;0:07:28:00;0:07:30:00;9;
18798;4;327719;8210;8198;0:07:30:00;0:08:19:00;1;-
18798;4;-1;8198;8198;0:08:19:00;0:08:33:00;9;
18798;4;327693;8198;8210;0:08:33:00;0:09:18:00;1;-
18798;4;-1;8210;8231;0:09:18:00;0:09:23:00;2;
18798;4;-1;8231;8231;0:09:23:00;0:09:30:00;9;
18798;4;791434;8231;8211;0:09:30:00;0:09:35:00;1;-
18798;4;-1;8211;8206;0:09:35:00;0:09:41:00;3;
18798;-1;P;-1;-1;0:09:41:00;0:10:02:00;8;
18798;4;-1;8206;8222;0:10:02:00;0:10:05:00;4;
18798;4;791444;8222;8215;0:10:05:00;0:10:13:00;1;-
18798;4;-1;8215;8211;0:10:13:00;0:10:22:00;2;
18798;4;-1;8211;8211;0:10:22:00;0:10:30:00;9;
18798;4;196629;8211;8220;0:10:30:00;0:11:17:00;1;-
18798;4;-1;8220;8220;0:11:17:00;0:11:39:00;9;
18798;4;196614;8220;8211;0:11:39:00;0:12:28:00;1;-
18798;4;-1;8211;8206;0:12:28:00;0:12:34:00;3;
18798;-1;P;-1;-1;0:12:34:00;0:13:10:00;8;
18798;14;-1;8206;8209;0:13:10:00;0:13:15:00;4;
18798;14;655364;8209;8217;0:13:15:00;0:13:32:00;1;-
18798;14;-1;8217;8206;0:13:32:00;0:13:38:00;3;
18798;-3;-1;8206;-1;0:13:38:00;0:13:48:00;6;
19574;-3;-1;-1;8206;0:07:06:00;0:07:16:00;5;
19574;15;-1;8206;8217;0:07:16:00;0:07:22:00;4;
19574;15;589826;8217;8209;0:07:22:00;0:07:36:00;1;-
19574;15;-1;8209;8206;0:07:36:00;0:07:41:00;3;
19574;15;-1;8206;8208;0:07:41:00;0:07:46:00;4;
19574;15;262192;8208;8195;0:07:46:00;0:07:58:00;1;-
19574;15;-1;8195;8208;0:07:58:00;0:08:05:00;2;
19574;15;-1;8208;8208;0:08:05:00;0:08:06:00;9;
19574;15;262193;8208;8195;0:08:06:00;0:08:18:00;1;-
19574;15;-1;8195;8208;0:08:18:00;0:08:25:00;2;
19574;15;-1;8208;8208;0:08:25:00;0:08:26:00;9;
19574;15;262194;8208;8195;0:08:26:00;0:08:38:00;1;-
19574;15;-1;8195;8199;0:08:38:00;0:08:48:00;2;
19574;15;-1;8199;8199;0:08:48:00;0:08:51:00;9;
19574;15;327737;8199;8198;0:08:51:00;0:09:19:00;1;-
19574;15;-1;8198;8198;0:09:19:00;0:09:33:00;9;
19574;15;327706;8198;8210;0:09:33:00;0:10:18:00;1;-
19574;15;-1;8210;8211;0:10:18:00;0:10:24:00;2;
19574;15;-1;8211;8211;0:10:24:00;0:10:25:00;9;
19574;15;791436;8211;8231;0:10:25:00;0:10:30:00;1;-
19574;15;-1;8231;8206;0:10:30:00;0:10:35:00;3;
19574;-1;P;-1;-1;0:10:35:00;0:13:11:00;8;
19574;3;-1;8206;8209;0:13:11:00;0:13:16:00;4;
19574;3;589831;8209;8217;0:13:16:00;0:13:33:00;1;-
19574;3;-1;8217;8221;0:13:33:00;0:13:39:00;2;
19574;3;-1;8221;8221;0:13:39:00;0:13:40:00;9;
19574;3;458759;8221;8210;0:13:40:00;0:13:58:00;1;-
19574;3;-1;8210;8210;0:13:58:00;0:14:00:00;9;
19574;3;327721;8210;8198;0:14:00:00;0:14:49:00;1;-
19574;3;-1;8198;8198;0:14:49:00;0:15:03:00;9;
19574;3;327713;8198;8199;0:15:03:00;0:15:30:00;1;-
19574;3;-1;8199;8199;0:15:30:00;0:15:51:00;9;
19574;3;327735;8199;8198;0:15:51:00;0:16:19:00;1;-
19574;3;-1;8198;8198;0:16:19:00;0:16:25:00;9;
19574;3;327699;8198;8210;0:16:25:00;0:17:08:00;1;-
19574;3;-1;8210;8211;0:17:08:00;0:17:14:00;2;
19574;3;-1;8211;8211;0:17:14:00;0:17:15:00;9;
19574;3;262198;8211;8195;0:17:15:00;0:17:38:00;1;-
19574;3;-1;8195;8211;0:17:38:00;0:17:55:00;2;
19574;3;262200;8211;8195;0:17:55:00;0:18:18:00;1;-
19574;3;-1;8195;8195;0:18:18:00;0:18:21:00;9;
19574;3;262169;8195;8211;0:18:21:00;0:18:43:00;1;-
19574;3;-1;8211;8206;0:18:43:00;0:18:49:00;3;
19574;-3;-1;8206;-1;0:18:49:00;0:18:59:00;6;
20274;-3;-1;-1;8206;0:12:36:00;0:12:46:00;5;
20274;0;-1;8206;8206;0:12:46:00;0:12:46:00;4;
20274;0;131088;8206;8198;0:12:46:00;0:13:36:00;1;-
20274;0;-1;8198;8198;0:13:36:00;0:13:48:00;9;
20274;0;131092;8198;8206;0:13:48:00;0:14:38:00;1;-
20274;0;-1;8206;8206;0:14:38:00;0:14:38:00;3;
20274;-1;P;-1;-1;0:14:38:00;0:15:48:00;8;
20274;12;-1;8206;8195;0:15:48:00;0:16:01:00;4;
20274;12;262164;8195;8211;0:16:01:00;0:16:23:00;1;-
20274;12;-1;8211;8211;0:16:23:00;0:16:33:00;9;
20274;12;196632;8211;8220;0:16:33:00;0:17:20:00;1;-
20274;12;-1;8220;8220;0:17:20:00;0:17:39:00;9;
20274;12;196617;8220;8211;0:17:39:00;0:18:28:00;1;-
20274;12;-1;8211;8211;0:18:28:00;0:18:30:00;9;
20274;12;196633;8211;8220;0:18:30:00;0:19:17:00;1;-
20274;12;-1;8220;8220;0:19:17:00;0:19:39:00;9;
20274;12;196618;8220;8211;0:19:39:00;0:20:28:00;1;-
20274;12;-1;8211;8206;0:20:28:00;0:20:34:00;3;
20274;-3;-1;8206;-1;0:20:34:00;0:20:44:00;6;
21584;-3;-1;-1;8206;0:06:46:00;0:06:56:00;5;
21584;1;-1;8206;8211;0:06:56:00;0:07:02:00;4;
21584;1;720898;8211;8235;0:07:02:00;0:07:32:00;1;-
21584;1;-1;8235;8210;0:07:32:00;0:07:52:00;2;
21584;1;-1;8210;8210;0:07:52:00;0:07:53:00;9;
21584;1;458753;8210;8221;0:07:53:00;0:08:11:00;1;-
21584;1;-1;8221;8206;0:08:11:00;0:08:12:00;3;
21584;-1;P;-1;-1;0:08:12:00;0:10:46:00;8;
21584;8;-1;8206;8206;0:10:46:00;0:10:46:00;4;
21584;8;131087;8206;8198;0:10:46:00;0:11:36:00;1;-
21584;8;-1;8198;8198;0:11:36:00;0:11:48:00;9;
21584;8;131091;8198;8206;0:11:48:00;0:12:38:00;1;-
21584;8;-1;8206;8210;0:12:38:00;0:12:49:00;2;
21584;8;-1;8210;8210;0:12:49:00;0:13:00:00;9;
21584;8;327684;8210;8198;0:13:00:00;0:13:49:00;1;-
21584;8;-1;8198;8198;0:13:49:00;0:14:03:00;9;
21584;8;327689;8198;8199;0:14:03:00;0:14:30:00;1;-
21584;8;-1;8199;8198;0:14:30:00;0:14:45:00;2;
21584;8;-1;8198;8198;0:14:45:00;0:14:48:00;9;
21584;8;131093;8198;8206;0:14:48:00;0:15:38:00;1;-
21584;8;-1;8206;8211;0:15:38:00;0:15:44:00;2;
21584;8;-1;8211;8211;0:15:44:00;0:15:45:00;9;
21584;8;262183;8211;8196;0:15:45:00;0:16:39:00;1;-
21584;8;-1;8196;8196;0:16:39:00;0:17:02:00;9;
21584;8;262157;8196;8211;0:17:02:00;0:17:53:00;1;-
21584;8;-1;8211;8206;0:17:53:00;0:17:59:00;3;
21584;-3;-1;8206;-1;0:17:59:00;0:18:09:00;6;
22373;-3;-1;-1;8206;0:06:57:00;0:07:07:00;5;
22373;13;-1;8206;8217;0:07:07:00;0:07:13:00;4;
22373;13;655361;8217;8209;0:07:13:00;0:07:31:00;1;-
22373;13;-1;8209;8206;0:07:31:00;0:07:36:00;3;
22373;-1;P;-1;-1;0:07:36:00;0:10:52:00;8;
22373;7;-1;8206;8222;0:10:52:00;0:10:55:00;4;
22373;7;791439;8222;8211;0:10:55:00;0:11:00:00;1;-
22373;7;-1;8211;8211;0:11:00:00;0:11:05:00;9;
22373;7;262185;8211;8193;0:11:05:00;0:12:03:00;1;-
22373;7;-1;8193;8193;0:12:03:00;0:12:18:00;9;
22373;7;262159;8193;8211;0:12:18:00;0:13:13:00;1;-
22373;7;-1;8211;8209;0:13:13:00;0:13:17:00;2;
22373;7;589832;8209;8217;0:13:17:00;0:13:34:00;1;-
22373;7;-1;8217;8217;0:13:34:00;0:13:37:00;9;
22373;7;-1;8217;8199;0:13:37:00;0:13:50:00;2;
22373;7;-1;8199;8199;0:13:50:00;0:13:51:00;9;
22373;7;327736;8199;8198;0:13:51:00;0:14:19:00;1;-
22373;7;-1;8198;8198;0:14:19:00;0:14:33:00;9;
22373;7;327703;8198;8210;0:14:33:00;0:15:18:00;1;-
22373;7;-1;8210;8211;0:15:18:00;0:15:24:00;2;
22373;7;-1;8211;8211;0:15:24:00;0:15:25:00;9;
22373;7;262175;8211;8196;0:15:25:00;0:16:19:00;1;-
22373;7;-1;8196;8196;0:16:19:00;0:16:42:00;9;
22373;7;262149;8196;8211;0:16:42:00;0:17:33:00;1;-
22373;7;-1;8211;8211;0:17:33:00;0:17:35:00;9;
22373;7;262199;8211;8195;0:17:35:00;0:17:58:00;1;-
22373;7;-1;8195;8195;0:17:58:00;0:18:01:00;9;
22373;7;262168;8195;8211;0:18:01:00;0:18:23:00;1;-
22373;7;-1;8211;8206;0:18:23:00;0:18:29:00;3;
22373;-3;-1;8206;-1;0:18:29:00;0:18:39:00;6;
22440;-3;-1;-1;8206;0:11:39:00;0:11:49:00;5;
22440;16;-1;8206;8210;0:11:49:00;0:12:00:00;4;
22440;16;327725;8210;8198;0:12:00:00;0:12:49:00;1;-
22440;16;-1;8198;8198;0:12:49:00;0:13:03:00;9;
22440;16;327702;8198;8210;0:13:03:00;0:13:48:00;1;-
22440;16;-1;8210;8206;0:13:48:00;0:13:59:00;3;
22440;-1;P;-1;-1;0:13:59:00;0:16:08:00;8;
22440;10;-1;8206;8195;0:16:08:00;0:16:21:00;4;
22440;10;262166;8195;8211;0:16:21:00;0:16:43:00;1;-
22440;10;-1;8211;8211;0:16:43:00;0:16:55:00;9;
22440;10;262197;8211;8195;0:16:55:00;0:17:18:00;1;-
22440;10;-1;8195;8195;0:17:18:00;0:17:21:00;9;
22440;10;262167;8195;8211;0:17:21:00;0:17:43:00;1;-
22440;10;-1;8211;8211;0:17:43:00;0:17:45:00;9;
22440;10;262178;8211;8196;0:17:45:00;0:18:39:00;1;-
22440;10;-1;8196;8196;0:18:39:00;0:19:06:00;9;
22440;10;262151;8196;8211;0:19:06:00;0:19:51:00;1;-
22440;10;-1;8211;8211;0:19:51:00;0:20:05:00;9;
22440;10;262176;8211;8196;0:20:05:00;0:20:52:00;1;-
22440;10;-1;8196;8196;0:20:52:00;0:20:55:00;9;
22440;10;-1;8196;8225;0:20:55:00;0:20:56:00;2;
22440;10;-1;8225;8225;0:20:56:00;0:21:06:00;9;
22440;10;262201;8225;8194;0:21:06:00;0:21:20:00;1;-
22440;10;196611;8194;8234;0:21:20:00;0:21:43:00;1;-
22440;10;-1;8234;8206;0:21:43:00;0:21:45:00;3;
22440;-3;-1;8206;-1;0:21:45:00;0:21:55:00;6;
22791;-3;-1;-1;8206;0:04:11:00;0:04:21:00;5;
22791;1;-1;8206;8209;0:04:21:00;0:04:26:00;4;
22791;1;196609;8209;8211;0:04:26:00;0:04:29:00;1;-
22791;1;-1;8211;8211;0:04:29:00;0:04:30:00;9;
22791;1;196626;8211;8220;0:04:30:00;0:05:17:00;1;-
22791;1;-1;8220;8220;0:05:17:00;0:05:42:00;9;
22791;1;196610;8220;8211;0:05:42:00;0:06:31:00;1;-
22791;1;-1;8211;8206;0:06:31:00;0:06:37:00;3;
22791;-1;P;-1;-1;0:06:37:00;0:06:57:00;8;
22791;11;-1;8206;8211;0:06:57:00;0:07:03:00;4;
22791;11;720899;8211;8199;0:07:03:00;0:07:18:00;1;-
22791;11;-1;8199;8206;0:07:18:00;0:07:28:00;3;
22791;-1;P;-1;-1;0:07:28:00;0:07:46:00;8;
22791;11;-1;8206;8206;0:07:46:00;0:07:46:00;4;
22791;11;131074;8206;8198;0:07:46:00;0:08:36:00;1;-
22791;11;-1;8198;8198;0:08:36:00;0:09:03:00;9;
22791;11;327714;8198;8199;0:09:03:00;0:09:30:00;1;-
22791;11;-1;8199;8199;0:09:30:00;0:09:51:00;9;
22791;11;327726;8199;8198;0:09:51:00;0:10:19:00;1;-
22791;11;-1;8198;8198;0:10:19:00;0:10:33:00;9;
22791;11;327701;8198;8210;0:10:33:00;0:11:18:00;1;-
22791;11;-1;8210;8206;0:11:18:00;0:11:29:00;3;
22791;-1;P;-1;-1;0:11:29:00;0:11:52:00;8;
22791;14;-1;8206;8222;0:11:52:00;0:11:55:00;4;
22791;14;791445;8222;8215;0:11:55:00;0:12:03:00;1;-
22791;14;-1;8215;8206;0:12:03:00;0:12:08:00;3;
22791;-3;-1;8206;-1;0:12:08:00;0:12:18:00;6;
23175;-3;-1;-1;8206;0:07:11:00;0:07:21:00;5;
23175;16;-1;8206;8208;0:07:21:00;0:07:26:00;4;
23175;16;262191;8208;8195;0:07:26:00;0:07:38:00;1;-
23175;16;-1;8195;8215;0:07:38:00;0:07:45:00;2;
23175;16;-1;8215;8215;0:07:45:00;0:07:46:00;9;
23175;16;655363;8215;8222;0:07:46:00;0:07:54:00;1;-
23175;16;-1;8222;8206;0:07:54:00;0:07:57:00;3;
23175;-1;P;-1;-1;0:07:57:00;0:08:39:00;8;
23175;5;-1;8206;8211;0:08:39:00;0:08:45:00;4;
23175;5;262181;8211;8196;0:08:45:00;0:09:39:00;1;-
23175;5;-1;8196;8196;0:09:39:00;0:10:02:00;9;
23175;5;262155;8196;8211;0:10:02:00;0:10:53:00;1;-
23175;5;-1;8211;8210;0:10:53:00;0:10:59:00;2;
23175;5;-1;8210;8210;0:10:59:00;0:11:00:00;9;
23175;5;327729;8210;8198;0:11:00:00;0:11:49:00;1;-
23175;5;-1;8198;8198;0:11:49:00;0:12:03:00;9;
23175;5;327715;8198;8199;0:12:03:00;0:12:30:00;1;-
23175;5;-1;8199;8206;0:12:30:00;0:12:40:00;3;
23175;-1;P;-1;-1;0:12:40:00;0:13:14:00;8;
23175;9;-1;8206;8209;0:13:14:00;0:13:19:00;4;
23175;9;655366;8209;8217;0:13:19:00;0:13:36:00;1;-
23175;9;-1;8217;8206;0:13:36:00;0:13:42:00;2;
23175;9;-1;8206;8206;0:13:42:00;0:13:46:00;9;
23175;9;131077;8206;8198;0:13:46:00;0:14:36:00;1;-
23175;9;-1;8198;8199;0:14:36:00;0:14:51:00;2;
23175;9;327687;8199;8198;0:14:51:00;0:15:19:00;1;-
23175;9;-1;8198;8198;0:15:19:00;0:15:51:00;9;
23175;9;131094;8198;8206;0:15:51:00;0:16:41:00;1;-
23175;9;-1;8206;8206;0:16:41:00;0:16:41:00;3;
23175;-3;-1;8206;-1;0:16:41:00;0:16:51:00;6;
23341;-3;-1;-1;8206;0:15:36:00;0:15:46:00;5;
23341;5;-1;8206;8206;0:15:46:00;0:15:46:00;4;
23341;5;131078;8206;8198;0:15:46:00;0:16:36:00;1;-
23341;5;-1;8198;8198;0:16:36:00;0:16:51:00;9;
23341;5;131095;8198;8206;0:16:51:00;0:17:41:00;1;-
23341;5;-1;8206;8206;0:17:41:00;0:17:41:00;3;
23341;-1;P;-1;-1;0:17:41:00;0:18:46:00;8;
23341;16;-1;8206;8206;0:18:46:00;0:18:46:00;4;
23341;16;131083;8206;8198;0:18:46:00;0:19:36:00;1;-
23341;16;-1;8198;8198;0:19:36:00;0:19:51:00;9;
23341;16;131098;8198;8206;0:19:51:00;0:20:41:00;1;-
23341;16;-1;8206;8206;0:20:41:00;0:20:41:00;3;
23341;-3;-1;8206;-1;0:20:41:00;0:20:51:00;6;
23533;-3;-1;-1;8206;0:05:36:00;0:05:46:00;5;
23533;5;-1;8206;8206;0:05:46:00;0:05:46:00;4;
23533;5;131073;8206;8198;0:05:46:00;0:06:36:00;1;-
23533;5;-1;8198;8201;0:06:36:00;0:06:42:00;2;
23533;5;-1;8201;8201;0:06:42:00;0:06:43:00;9;
23533;5;720897;8201;8199;0:06:43:00;0:07:03:00;1;-
23533;5;-1;8199;8224;0:07:03:00;0:07:17:00;2;
23533;5;-1;8224;8224;0:07:17:00;0:07:22:00;9;
23533;5;524289;8224;8205;0:07:22:00;0:07:34:00;1;-
23533;5;-1;8205;8217;0:07:34:00;0:07:40:00;2;
23533;5;589828;8217;8222;0:07:40:00;0:07:57:00;1;-
23533;5;-1;8222;8206;0:07:57:00;0:08:00:00;3;
23533;-3;-1;8206;-1;0:08:00:00;0:08:10:00;6;
24149;-3;-1;-1;8206;0:07:43:00;0:07:53:00;5;
24149;7;-1;8206;8209;0:07:53:00;0:07:58:00;4;
24149;7;458755;8209;8221;0:07:58:00;0:08:16:00;1;-
24149;7;-1;8221;8206;0:08:16:00;0:08:17:00;3;
24149;-1;P;-1;-1;0:08:17:00;0:09:49:00;8;
24149;2;-1;8206;8210;0:09:49:00;0:10:00:00;4;
24149;2;327720;8210;8198;0:10:00:00;0:10:49:00;1;-
24149;2;-1;8198;8198;0:10:49:00;0:11:03:00;9;
24149;2;327704;8198;8199;0:11:03:00;0:11:30:00;1;-
24149;2;-1;8199;8199;0:11:30:00;0:11:51:00;9;
24149;2;327734;8199;8198;0:11:51:00;0:12:19:00;1;-
