* Haltestellen
*
$STOPPOINT:ID;Code;Name
8215;8215;8215
8216;8216;8216
8217;8217;8217
8193;8193;8193
8220;8220;8220
8194;8194;8194
8195;8195;8195
8196;8196;8196
8222;8222;8222
8224;8224;8224
8225;8225;8225
8198;8198;8198
8199;8199;8199
8201;8201;8201
8235;8235;8235
8202;8202;8202
8203;8203;8203
8204;8204;8204
8205;8205;8205
8206;8206;8206
8207;8207;8207
8221;8221;8221
8208;8208;8208
8209;8209;8209
8210;8210;8210
8211;8211;8211
8234;8234;8234
8231;8231;8231
8232;8232;8232
8213;8213;8213
*
* Linien
*
$LINE:ID;Code;Name
8;8;8
2;2;2
3;3;3
9;9;9
4;4;4
10;10;10
5;5;5
11;11;11
7;7;7
12;12;12
*
* Fahrzeugtypen
*
$VEHICLETYPE:ID;Code;Name;VehCost;KmCost;HourCost;Capacity
1;1;1;60000;1;60;1000
*
* FahrzeugtypGruppen
*
$VEHICLETYPEGROUP:ID;Code;Name
1;1;1
*
* FahrzeugtypZuFahrzeugtypGruppe
*
$VEHTYPETOVEHTYPEGROUP:VehTypeID;VehTypeGroupID
1;1
*
* FahrzeugKapazitaetenZuHaltestelle
*
$VEHTYPECAPTOSTOPPOINT:VehTypeID;StoppointID;Min;Max
1;8206;0;1000
*
* Linienfahrten
*
$SERVICEJOURNEY:ID;LineID;FromStopID;ToStopID;DepTime;ArrTime;MinAheadTime;MinLayoverTime;VehTypeGroupID;MaxShiftBackwardSeconds;MaxShiftForwardSeconds;FromStopBreakFacility;ToStopBreakFacility;CODE
262155;4;8196;8211;000:10:02:00;000:10:53:00;0;0;1;0;0;1;1;-
262173;4;8211;8196;000:10:45:00;000:11:39:00;0;0;1;0;0;1;1;-
262185;4;8211;8193;000:11:05:00;000:12:03:00;0;0;1;0;0;1;1;-
262148;4;8196;8211;000:12:02:00;000:12:53:00;0;0;1;0;0;1;1;-
262159;4;8193;8211;000:12:18:00;000:13:13:00;0;0;1;0;0;1;1;-
262174;4;8211;8196;000:13:05:00;000:13:59:00;0;0;1;0;0;1;1;-
262182;4;8211;8196;000:13:25:00;000:14:19:00;0;0;1;0;0;1;1;-
262158;4;8193;8211;000:14:18:00;000:15:13:00;0;0;1;0;0;1;1;-
262156;4;8196;8211;000:14:42:00;000:15:33:00;0;0;1;0;0;1;1;-
262175;4;8211;8196;000:15:25:00;000:16:19:00;0;0;1;0;0;1;1;-
262160;4;8195;8211;000:15:41:00;000:16:03:00;0;0;1;0;0;1;1;-
262183;4;8211;8196;000:15:45:00;000:16:39:00;0;0;1;0;0;1;1;-
262164;4;8195;8211;000:16:01:00;000:16:23:00;0;0;1;0;0;1;1;-
262195;4;8211;8195;000:16:15:00;000:16:38:00;0;0;1;0;0;1;1;-
262166;4;8195;8211;000:16:21:00;000:16:43:00;0;0;1;0;0;1;1;-
262196;4;8211;8195;000:16:35:00;000:16:58:00;0;0;1;0;0;1;1;-
262163;4;8195;8211;000:16:41:00;000:17:03:00;0;0;1;0;0;1;1;-
262149;4;8196;8211;000:16:42:00;000:17:33:00;0;0;1;0;0;1;1;-
262197;4;8211;8195;000:16:55:00;000:17:18:00;0;0;1;0;0;1;1;-
262165;4;8195;8211;000:17:01:00;000:17:23:00;0;0;1;0;0;1;1;-
262157;4;8196;8211;000:17:02:00;000:17:53:00;0;0;1;0;0;1;1;-
262198;4;8211;8195;000:17:15:00;000:17:38:00;0;0;1;0;0;1;1;-
262167;4;8195;8211;000:17:21:00;000:17:43:00;0;0;1;0;0;1;1;-
262199;4;8211;8195;000:17:35:00;000:17:58:00;0;0;1;0;0;1;1;-
262162;4;8195;8211;000:17:41:00;000:18:03:00;0;0;1;0;0;1;1;-
262178;4;8211;8196;000:17:45:00;000:18:39:00;0;0;1;0;0;1;1;-
262200;4;8211;8195;000:17:55:00;000:18:18:00;0;0;1;0;0;1;1;-
262168;4;8195;8211;000:18:01:00;000:18:23:00;0;0;1;0;0;1;1;-
262186;4;8211;8193;000:18:05:00;000:19:03:00;0;0;1;0;0;1;1;-
262169;4;8195;8211;000:18:21:00;000:18:43:00;0;0;1;0;0;1;1;-
262151;4;8196;8211;000:19:06:00;000:19:51:00;0;0;1;0;0;1;1;-
262161;4;8193;8211;000:19:22:00;000:20:12:00;0;0;1;0;0;1;1;-
262176;4;8211;8196;000:20:05:00;000:20:52:00;0;0;1;0;0;1;1;-
262184;4;8211;8196;000:20:15:00;000:21:02:00;0;0;1;0;0;1;1;-
262201;4;8225;8194;000:21:06:00;000:21:20:00;0;0;1;0;0;1;1;-
262153;4;8196;8211;000:21:26:00;000:22:12:00;0;0;1;0;0;1;1;-
262177;4;8211;8196;000:22:15:00;000:23:02:00;0;0;1;0;0;1;1;-
262154;4;8196;8211;000:23:26:00;001:00:12:00;0;0;1;0;0;1;1;-
327682;5;8210;8198;000:05:30:00;000:06:17:00;0;0;1;0;0;1;1;-
327718;5;8210;8198;000:05:50:00;000:06:37:00;0;0;1;0;0;1;1;-
327723;5;8210;8198;000:06:10:00;000:06:57:00;0;0;1;0;0;1;1;-
327690;5;8198;8210;000:06:25:00;000:07:08:00;0;0;1;0;0;1;1;-
327692;5;8198;8210;000:06:43:00;000:07:28:00;0;0;1;0;0;1;1;-
327700;5;8198;8210;000:07:03:00;000:07:48:00;0;0;1;0;0;1;1;-
327681;5;8210;8198;000:07:10:00;000:07:59:00;0;0;1;0;0;1;1;-
327719;5;8210;8198;000:07:30:00;000:08:19:00;0;0;1;0;0;1;1;-
327685;5;8210;8198;000:07:50:00;000:08:39:00;0;0;1;0;0;1;1;-
327694;5;8198;8210;000:08:03:00;000:08:48:00;0;0;1;0;0;1;1;-
327693;5;8198;8210;000:08:33:00;000:09:18:00;0;0;1;0;0;1;1;-
327737;5;8199;8198;000:08:51:00;000:09:19:00;0;0;1;0;0;1;1;-
327683;5;8210;8198;000:09:00:00;000:09:49:00;0;0;1;0;0;1;1;-
327714;5;8198;8199;000:09:03:00;000:09:30:00;0;0;1;0;0;1;1;-
327706;5;8198;8210;000:09:33:00;000:10:18:00;0;0;1;0;0;1;1;-
327726;5;8199;8198;000:09:51:00;000:10:19:00;0;0;1;0;0;1;1;-
327720;5;8210;8198;000:10:00:00;000:10:49:00;0;0;1;0;0;1;1;-
327688;5;8198;8199;000:10:03:00;000:10:30:00;0;0;1;0;0;1;1;-
327701;5;8198;8210;000:10:33:00;000:11:18:00;0;0;1;0;0;1;1;-
327686;5;8199;8198;000:10:51:00;000:11:19:00;0;0;1;0;0;1;1;-
327729;5;8210;8198;000:11:00:00;000:11:49:00;0;0;1;0;0;1;1;-
327704;5;8198;8199;000:11:03:00;000:11:30:00;0;0;1;0;0;1;1;-
327695;5;8198;8210;000:11:33:00;000:12:18:00;0;0;1;0;0;1;1;-
327734;5;8199;8198;000:11:51:00;000:12:19:00;0;0;1;0;0;1;1;-
327725;5;8210;8198;000:12:00:00;000:12:49:00;0;0;1;0;0;1;1;-
327715;5;8198;8199;000:12:03:00;000:12:30:00;0;0;1;0;0;1;1;-
327697;5;8198;8210;000:12:33:00;000:13:18:00;0;0;1;0;0;1;1;-
327738;5;8199;8198;000:12:51:00;000:13:19:00;0;0;1;0;0;1;1;-
327684;5;8210;8198;000:13:00:00;000:13:49:00;0;0;1;0;0;1;1;-
327702;5;8198;8210;000:13:03:00;000:13:48:00;0;0;1;0;0;1;1;-
327707;5;8198;8210;000:13:33:00;000:14:18:00;0;0;1;0;0;1;1;-
327736;5;8199;8198;000:13:51:00;000:14:19:00;0;0;1;0;0;1;1;-
327721;5;8210;8198;000:14:00:00;000:14:49:00;0;0;1;0;0;1;1;-
327689;5;8198;8199;000:14:03:00;000:14:30:00;0;0;1;0;0;1;1;-
327703;5;8198;8210;000:14:33:00;000:15:18:00;0;0;1;0;0;1;1;-
327687;5;8199;8198;000:14:51:00;000:15:19:00;0;0;1;0;0;1;1;-
327713;5;8198;8199;000:15:03:00;000:15:30:00;0;0;1;0;0;1;1;-
327739;5;8199;8198;000:15:21:00;000:15:49:00;0;0;1;0;0;1;1;-
327696;5;8198;8210;000:15:43:00;000:16:28:00;0;0;1;0;0;1;1;-
327727;5;8210;8198;000:15:50:00;000:16:39:00;0;0;1;0;0;1;1;-
327735;5;8199;8198;000:15:51:00;000:16:19:00;0;0;1;0;0;1;1;-
327708;5;8198;8210;000:16:03:00;000:16:48:00;0;0;1;0;0;1;1;-
327699;5;8198;8210;000:16:25:00;000:17:08:00;0;0;1;0;0;1;1;-
327722;5;8210;8198;000:16:30:00;000:17:17:00;0;0;1;0;0;1;1;-
327705;5;8198;8210;000:16:45:00;000:17:28:00;0;0;1;0;0;1;1;-
327730;5;8210;8198;000:16:50:00;000:17:37:00;0;0;1;0;0;1;1;-
327724;5;8210;8198;000:17:10:00;000:17:57:00;0;0;1;0;0;1;1;-
327712;5;8198;8210;000:17:25:00;000:18:08:00;0;0;1;0;0;1;1;-
327728;5;8210;8198;000:17:30:00;000:18:17:00;0;0;1;0;0;1;1;-
327709;5;8198;8210;000:17:45:00;000:18:28:00;0;0;1;0;0;1;1;-
327710;5;8198;8210;000:18:05:00;000:18:48:00;0;0;1;0;0;1;1;-
327717;5;8210;8198;000:18:10:00;000:18:57:00;0;0;1;0;0;1;1;-
327711;5;8198;8210;000:18:25:00;000:19:08:00;0;0;1;0;0;1;1;-
327732;5;8210;8198;000:18:30:00;000:19:22:00;0;0;1;0;0;1;1;-
327741;5;8210;8205;000:19:10:00;000:19:19:00;0;0;1;0;0;1;1;-
327691;5;8198;8199;000:19:17:00;000:19:40:00;0;0;1;0;0;1;1;-
327716;5;8198;8199;000:19:27:00;000:19:50:00;0;0;1;0;0;1;1;-
327731;5;8199;8198;000:20:01:00;000:20:25:00;0;0;1;0;0;1;1;-
327698;5;8198;8199;000:20:27:00;000:20:50:00;0;0;1;0;0;1;1;-
327733;5;8199;8198;000:21:01:00;000:21:25:00;0;0;1;0;0;1;1;-
327740;5;8198;8205;000:21:27:00;000:22:00:00;0;0;1;0;0;1;1;-
458753;7;8210;8221;000:07:53:00;000:08:11:00;0;0;1;0;0;1;1;-
458755;7;8209;8221;000:07:58:00;000:08:16:00;0;0;1;0;0;1;1;-
458756;7;8221;8210;000:11:00:00;000:11:18:00;0;0;1;0;0;1;1;-
458757;7;8221;8210;000:12:00:00;000:12:18:00;0;0;1;0;0;1;1;-
458754;7;8210;8221;000:12:20:00;000:12:38:00;0;0;1;0;0;1;1;-
458758;7;8221;8210;000:12:45:00;000:13:03:00;0;0;1;0;0;1;1;-
458759;7;8221;8210;000:13:40:00;000:13:58:00;0;0;1;0;0;1;1;-
524289;8;8224;8205;000:07:22:00;000:07:34:00;0;0;1;0;0;1;1;-
524290;8;8209;8224;000:13:15:00;000:13:26:00;0;0;1;0;0;1;1;-
589825;9;8217;8209;000:07:10:00;000:07:24:00;0;0;1;0;0;1;1;-
589826;9;8217;8209;000:07:22:00;000:07:36:00;0;0;1;0;0;1;1;-
589827;9;8216;8209;000:07:30:00;000:07:44:00;0;0;1;0;0;1;1;-
589828;9;8217;8222;000:07:40:00;000:07:57:00;0;0;1;0;0;1;1;-
589829;9;8217;8222;000:07:41:00;000:07:58:00;0;0;1;0;0;1;1;-
589830;9;8209;8217;000:13:13:00;000:13:31:00;0;0;1;0;0;1;1;-
589831;9;8209;8217;000:13:16:00;000:13:33:00;0;0;1;0;0;1;1;-
589832;9;8209;8217;000:13:17:00;000:13:34:00;0;0;1;0;0;1;1;-
589835;9;8222;8217;000:15:15:00;000:15:27:00;0;0;1;0;0;1;1;-
589836;9;8222;8217;000:16:05:00;000:16:17:00;0;0;1;0;0;1;1;-
655361;10;8217;8209;000:07:13:00;000:07:31:00;0;0;1;0;0;1;1;-
655362;10;8217;8209;000:07:14:00;000:07:32:00;0;0;1;0;0;1;1;-
655363;10;8215;8222;000:07:46:00;000:07:54:00;0;0;1;0;0;1;1;-
655364;10;8209;8217;000:13:15:00;000:13:32:00;0;0;1;0;0;1;1;-
655365;10;8209;8217;000:13:18:00;000:13:35:00;0;0;1;0;0;1;1;-
655366;10;8209;8217;000:13:19:00;000:13:36:00;0;0;1;0;0;1;1;-
720897;11;8201;8199;000:06:43:00;000:07:03:00;0;0;1;0;0;1;1;-
720898;11;8211;8235;000:07:02:00;000:07:32:00;0;0;1;0;0;1;1;-
720899;11;8211;8199;000:07:03:00;000:07:18:00;0;0;1;0;0;1;1;-
791433;12;8222;8211;000:07:55:00;000:08:00:00;0;0;1;0;0;1;1;-
791440;12;8222;8215;000:08:10:00;000:08:18:00;0;0;1;0;0;1;1;-
791437;12;8211;8222;000:08:55:00;000:09:00:00;0;0;1;0;0;1;1;-
791434;12;8231;8211;000:09:30:00;000:09:35:00;0;0;1;0;0;1;1;-
791438;12;8215;8222;000:09:40:00;000:09:48:00;0;0;1;0;0;1;1;-
791444;12;8222;8215;000:10:05:00;000:10:13:00;0;0;1;0;0;1;1;-
791436;12;8211;8231;000:10:25:00;000:10:30:00;0;0;1;0;0;1;1;-
791439;12;8222;8211;000:10:55:00;000:11:00:00;0;0;1;0;0;1;1;-
791441;12;8215;8211;000:11:15:00;000:11:23:00;0;0;1;0;0;1;1;-
791435;12;8215;8222;000:11:35:00;000:11:43:00;0;0;1;0;0;1;1;-
791446;12;8211;8222;000:11:55:00;000:12:00:00;0;0;1;0;0;1;1;-
791445;12;8222;8215;000:11:55:00;000:12:03:00;0;0;1;0;0;1;1;-
791450;12;8225;8211;000:12:05:00;000:12:15:00;0;0;1;0;0;1;1;-
791451;12;8211;8215;000:12:20:00;000:12:28:00;0;0;1;0;0;1;1;-
791452;12;8211;8225;000:13:25:00;000:13:35:00;0;0;1;0;0;1;1;-
791453;12;8222;8211;000:14:25:00;000:14:30:00;0;0;1;0;0;1;1;-
791454;12;8211;8222;000:15:45:00;000:15:50:00;0;0;1;0;0;1;1;-
791455;12;8215;8222;000:15:55:00;000:16:03:00;0;0;1;0;0;1;1;-
*
* Verbindungen
*
$DEADRUNTIME:FromStopID;ToStopID;FromTime;ToTime;Distance;RunTime
8193;8194;000:00:00:00;001:12:00:59;7500;780
8193;8195;000:00:00:00;001:12:00:59;9500;840
8193;8196;000:00:00:00;001:12:00:59;1000;240
8193;8198;000:00:00:00;001:12:00:59;16300;1260
8193;8199;000:00:00:00;001:12:00:59;14600;1020
8193;8201;000:00:00:00;001:12:00:59;15300;1260
8193;8202;000:00:00:00;001:12:00:59;26300;2100
8193;8203;000:00:00:00;001:12:00:59;20400;1620
8193;8204;000:00:00:00;001:12:00:59;23900;1920
8193;8205;000:00:00:00;001:12:00:59;12500;1560
8193;8206;000:00:00:00;001:12:00:59;12300;1020
8193;8207;000:00:00:00;001:12:00:59;14300;1200
8193;8208;000:00:00:00;001:12:00:59;10200;840
8193;8209;000:00:00:00;001:12:00:59;13300;1020
8193;8210;000:00:00:00;001:12:00:59;18800;1200
8193;8211;000:00:00:00;001:12:00:59;14900;1260
8193;8213;000:00:00:00;001:12:00:59;14900;1860
8193;8215;000:00:00:00;001:12:00:59;10200;840
8193;8216;000:00:00:00;001:12:00:59;10800;900
8193;8217;000:00:00:00;001:12:00:59;9500;780
8193;8220;000:00:00:00;001:12:00:59;6100;660
8193;8221;000:00:00:00;001:12:00:59;12300;1020
8193;8222;000:00:00:00;001:12:00:59;13400;1620
8193;8224;000:00:00:00;001:12:00:59;19300;1020
8193;8225;000:00:00:00;001:12:00:59;1000;240
8193;8231;000:00:00:00;001:12:00:59;13300;1020
8193;8232;000:00:00:00;001:12:00:59;13400;1620
8193;8234;000:00:00:00;001:12:00:59;12200;1560
8193;8235;000:00:00:00;001:12:00:59;19800;2400
8194;8193;000:00:00:00;001:12:00:59;7500;780
8194;8195;000:00:00:00;001:12:00:59;5200;660
8194;8196;000:00:00:00;001:12:00:59;4100;540
8194;8198;000:00:00:00;001:12:00:59;10300;1260
8194;8199;000:00:00:00;001:12:00:59;9600;1140
8194;8201;000:00:00:00;001:12:00:59;10500;1200
8194;8202;000:00:00:00;001:12:00:59;24400;2700
8194;8203;000:00:00:00;001:12:00:59;15600;1800
8194;8204;000:00:00:00;001:12:00:59;19100;2220
8194;8205;000:00:00:00;001:12:00:59;10800;1260
8194;8206;000:00:00:00;001:12:00:59;8900;1020
8194;8207;000:00:00:00;001:12:00:59;11000;1200
8194;8208;000:00:00:00;001:12:00:59;7900;1020
8194;8209;000:00:00:00;001:12:00:59;9900;1080
8194;8210;000:00:00:00;001:12:00:59;12100;1320
8194;8211;000:00:00:00;001:12:00:59;10900;1200
8194;8213;000:00:00:00;001:12:00:59;10100;1260
8194;8215;000:00:00:00;001:12:00:59;7900;1020
8194;8216;000:00:00:00;001:12:00:59;7000;960
8194;8217;000:00:00:00;001:12:00:59;7700;960
8194;8220;000:00:00:00;001:12:00:59;1000;180
8194;8221;000:00:00:00;001:12:00:59;9000;960
8194;8222;000:00:00:00;001:12:00:59;10000;1140
8194;8224;000:00:00:00;001:12:00:59;14600;1560
8194;8225;000:00:00:00;001:12:00:59;4100;540
8194;8231;000:00:00:00;001:12:00:59;9900;1080
8194;8232;000:00:00:00;001:12:00:59;10000;1140
8194;8234;000:00:00:00;001:12:00:59;10500;1320
8194;8235;000:00:00:00;001:12:00:59;17800;1920
8195;8193;000:00:00:00;001:12:00:59;9500;840
8195;8194;000:00:00:00;001:12:00:59;5200;660
8195;8196;000:00:00:00;001:12:00:59;8400;1080
8195;8198;000:00:00:00;001:12:00:59;6100;780
8195;8199;000:00:00:00;001:12:00:59;4800;600
8195;8201;000:00:00:00;001:12:00:59;5700;660
8195;8202;000:00:00:00;001:12:00:59;17000;1980
8195;8203;000:00:00:00;001:12:00:59;10800;1260
8195;8204;000:00:00:00;001:12:00:59;14300;1680
8195;8205;000:00:00:00;001:12:00:59;6200;720
8195;8206;000:00:00:00;001:12:00:59;6000;780
8195;8207;000:00:00:00;001:12:00:59;8300;1020
8195;8208;000:00:00:00;001:12:00:59;3700;420
8195;8209;000:00:00:00;001:12:00:59;8500;960
8195;8210;000:00:00:00;001:12:00:59;9100;1080
8195;8211;000:00:00:00;001:12:00:59;8200;1020
8195;8213;000:00:00:00;001:12:00:59;10800;1260
8195;8215;000:00:00:00;001:12:00:59;3700;420
8195;8216;000:00:00:00;001:12:00:59;1900;240
8195;8217;000:00:00:00;001:12:00:59;3000;360
8195;8220;000:00:00:00;001:12:00:59;6200;840
8195;8221;000:00:00:00;001:12:00:59;6200;720
8195;8222;000:00:00:00;001:12:00:59;6400;780
8195;8224;000:00:00:00;001:12:00:59;10900;1200
8195;8225;000:00:00:00;001:12:00:59;8400;1080
8195;8231;000:00:00:00;001:12:00:59;8500;960
8195;8232;000:00:00:00;001:12:00:59;6400;780
8195;8234;000:00:00:00;001:12:00:59;5900;720
8195;8235;000:00:00:00;001:12:00:59;10300;1200
8196;8193;000:00:00:00;001:12:00:59;1000;240
8196;8194;000:00:00:00;001:12:00:59;4100;540
8196;8195;000:00:00:00;001:12:00:59;8400;1080
8196;8198;000:00:00:00;001:12:00:59;15600;1860
8196;8199;000:00:00:00;001:12:00:59;12900;1560
8196;8201;000:00:00:00;001:12:00:59;13800;1620
8196;8202;000:00:00:00;001:12:00:59;26500;2940
8196;8203;000:00:00:00;001:12:00:59;19600;2100
8196;8204;000:00:00:00;001:12:00:59;22400;2640
8196;8205;000:00:00:00;001:12:00:59;11500;1320
8196;8206;000:00:00:00;001:12:00:59;11200;1320
8196;8207;000:00:00:00;001:12:00:59;13100;1500
8196;8208;000:00:00:00;001:12:00:59;8900;1020
8196;8209;000:00:00:00;001:12:00:59;12000;1320
8196;8210;000:00:00:00;001:12:00:59;14200;1560
8196;8211;000:00:00:00;001:12:00:59;12900;1500
8196;8213;000:00:00:00;001:12:00:59;13700;1620
8196;8215;000:00:00:00;001:12:00:59;8900;1020
8196;8216;000:00:00:00;001:12:00:59;9700;1140
8196;8217;000:00:00:00;001:12:00:59;8400;960
8196;8220;000:00:00:00;001:12:00:59;5100;720
8196;8221;000:00:00:00;001:12:00:59;11100;1200
8196;8222;000:00:00:00;001:12:00:59;12100;1380
8196;8224;000:00:00:00;001:12:00:59;16900;1860
8196;8225;000:00:00:00;001:12:00:59;0;0
8196;8231;000:00:00:00;001:12:00:59;12000;1320
8196;8232;000:00:00:00;001:12:00:59;12100;1380
8196;8234;000:00:00:00;001:12:00:59;11200;1320
8196;8235;000:00:00:00;001:12:00:59;19900;2280
8198;8193;000:00:00:00;001:12:00:59;16300;1260
8198;8194;000:00:00:00;001:12:00:59;10300;1260
8198;8195;000:00:00:00;001:12:00:59;6100;780
